Korean (ko),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
바보,0,0,1,0,0,0,0,0
축구,0,1,0,0,1,0,0,0
금지된,0,0,0,0,0,1,0,0
힘,1,0,0,1,0,0,0,0
강요된,0,0,0,1,0,0,0,0
억지로,1,0,0,1,0,0,0,0
전완,1,1,0,0,0,0,0,0
예언,0,1,0,1,0,0,0,0
예보,0,1,0,0,0,0,0,1
배제하다,0,0,0,1,0,1,0,0
조부,0,0,0,0,1,0,0,1
외국인,0,0,0,1,0,0,0,0
예견하다,0,1,0,0,0,0,1,1
예견된,0,1,0,0,0,0,0,0
선견,0,1,0,0,0,0,0,1
미리경고한,0,1,0,1,0,0,0,0
상실,0,0,0,1,0,1,0,0
용서를주는,0,0,0,0,0,0,0,1
잊혀진,0,0,0,1,0,1,0,0
고독한,0,0,0,0,0,1,0,0
형식,0,0,0,0,0,0,0,1
조형의,0,0,0,0,0,0,0,1
공식,0,0,0,0,0,0,0,1
버림받은,1,0,0,0,0,1,0,0
요새,0,0,0,0,0,0,0,1
꿋꿋함,0,0,0,0,1,0,0,1
반칙,1,0,1,1,0,0,0,0
녹이다,0,0,0,0,1,0,0,1
깨지기쉬운,0,0,0,1,0,1,0,0
여림,0,0,0,0,0,1,0,0
뼈대,0,0,0,0,0,0,0,1
솔직,0,0,0,0,0,0,0,1
굉장한,0,1,1,1,0,0,1,0
이란성,0,0,0,0,1,0,0,1
사기성의,1,0,1,0,0,0,0,0
충만한,0,0,0,1,0,1,0,0
닳은,0,0,0,0,0,1,0,0
자유,0,0,0,0,1,0,0,1
자유로이,0,0,0,0,1,0,0,1
열광적인,1,0,0,1,0,0,1,0
광란의,1,0,0,1,0,0,0,0
프렛,0,0,0,1,0,0,0,0
친구,0,0,0,0,1,0,0,1
우정,0,0,0,0,1,0,0,1
친한,0,1,0,0,1,0,0,1
프리깃,0,0,0,1,0,0,0,0
놀라다,0,0,0,1,0,1,1,0
깜짝놀란,0,0,0,1,0,0,1,0
유쾌한,0,1,0,0,1,0,1,0
장난치며놀다,0,0,0,0,1,0,0,0
찌푸린얼굴,0,0,0,0,0,1,0,0
찌르는듯한,1,0,1,0,0,1,0,0
보람없는,0,0,0,0,0,1,0,0
좌절하다,1,0,1,0,0,1,0,0
좌절,1,0,0,0,0,0,0,0
도망자,1,0,1,1,0,1,0,1
다하다,0,0,0,0,1,0,0,0
이행,0,1,0,0,1,0,0,1
충분히,0,0,0,0,0,0,0,1
연기가나는,1,0,0,0,0,0,0,0
장난,0,1,0,0,1,0,0,0
기본적인,0,0,0,0,0,0,0,1
장례,0,0,0,0,0,1,0,0
진균류,0,0,1,0,0,0,0,0
펑키재즈,0,0,0,0,0,1,0,0
격렬히,1,0,0,0,0,0,0,0
노,1,0,0,0,0,0,0,0
격렬한감격,1,0,0,0,0,0,0,0
밭고랑,0,0,0,0,0,1,0,0
격노,1,0,0,1,0,1,0,0
퓨즈,0,0,0,0,0,0,0,1
효과없는,0,0,0,0,0,1,0,0
개그,0,0,1,0,0,0,0,0
이득,0,1,0,0,1,0,0,0
교수대,1,0,0,1,0,1,0,0
노름꾼,0,1,0,0,0,0,1,0
한떼,1,0,0,1,0,0,0,0
입을크게벌리다,0,0,0,0,0,0,1,0
찌꺼기,0,0,1,0,0,0,0,0
정원,0,0,0,0,1,0,0,0
번쩍거리는,0,0,1,0,0,0,1,0
수비대,0,0,0,0,0,0,0,1
깊은상처,0,0,0,1,0,0,0,0
헐떡거림,0,0,0,0,0,0,1,0
게이트웨이,0,0,0,0,0,0,0,1
측정,0,0,0,0,0,0,0,1
둔한사람,0,0,0,0,0,0,1,0
관보,0,0,0,0,0,0,0,1
일반,0,0,0,0,0,0,0,1
관대,0,1,0,0,1,0,1,1
신사,1,0,1,1,0,0,0,0
상류사회,0,0,0,0,0,0,0,1
성실한,0,0,0,0,0,0,0,1
노인병의,0,0,0,0,0,1,0,0
세균,0,1,1,0,0,0,0,0
발아,0,1,0,0,0,0,0,0
빈민가,0,0,1,1,0,1,0,0
유령,0,0,0,1,0,0,0,0
아리송한,0,0,0,1,0,0,0,0
헛소리,1,0,0,0,0,0,0,0
선물,0,1,0,0,1,0,1,0
도리,0,0,0,0,0,0,0,1
검투사,0,0,0,1,0,0,0,0
현란한,1,0,0,0,0,0,0,0
활주,0,1,0,0,1,0,0,0
희미한빛,0,1,0,0,1,0,1,0
영화롭게하다,0,1,0,0,1,0,1,1
영광,0,1,0,0,1,0,0,1
불타는듯한빛깔,0,1,0,0,1,0,0,1
과다,0,0,1,0,0,0,0,0
대식,0,0,1,0,0,0,0,0
고블린,0,0,1,1,0,0,0,0
하나님,0,1,0,1,1,0,0,1
경건한,1,0,0,0,0,0,0,0
신의선물,0,0,0,0,1,0,1,0
임질,1,0,1,1,0,1,0,0
끈적거리는,0,0,1,0,0,0,0,0
좋은,0,1,0,0,1,0,1,1
선량,0,1,0,0,1,0,1,1
핏덩어리,1,0,1,1,0,1,0,0
협곡,0,0,1,0,0,0,0,0
피투성이의,1,0,1,1,0,1,0,0
복음,0,0,0,0,0,0,0,1
통치하다,0,0,0,0,0,0,0,1
가정교사,0,0,0,0,0,0,0,1
정부,0,0,0,1,0,0,0,0
지사,0,0,0,0,0,0,0,1
그랩,1,0,0,0,0,0,0,0
점진적,0,1,0,0,0,0,0,0
눈금,0,1,0,1,1,0,1,1
문법,0,0,0,0,0,0,0,1
손자,0,1,0,0,1,0,0,1
할아버지,0,0,0,0,0,0,0,1
부여,0,1,0,0,1,0,0,1
붙잡는,0,1,0,0,0,0,0,0
비벼먹은,1,0,0,0,0,0,0,0
채우다,0,0,0,0,1,0,1,0
창살,1,0,1,0,0,0,0,0
그럴필요없는,0,0,1,0,0,0,0,0
묘,0,0,0,1,0,1,0,0
회색,0,0,1,0,0,1,0,0
기름바른,0,0,1,0,0,0,0,0
위대,0,0,0,0,1,0,1,1
욕심,1,0,1,0,0,0,0,0
탐욕스러운,0,0,1,0,0,0,0,0
녹색,0,0,0,0,1,0,0,1
수류탄,0,0,0,1,0,0,0,0
고충,1,0,1,0,0,1,0,0
슬퍼하다,0,0,0,1,0,1,0,0
괴롭게하는,1,0,0,1,0,1,0,0
엄한,1,1,1,1,0,1,0,0
때,0,0,1,0,0,0,0,0
때로더럽혀진,0,0,1,0,0,0,0,0
이를드러내고웃다,0,1,0,0,1,0,1,1
소름끼치게하는,0,0,1,1,0,0,0,0
모래,0,0,0,0,0,0,0,1
그리즐리,0,0,0,1,0,0,0,0
신음소리,0,0,1,0,0,1,0,0
그로테스크한,0,0,1,0,0,0,0,0
접지된,0,0,0,1,0,1,0,0
자라다,0,1,0,0,1,0,0,1
으르렁거리는소리,1,0,0,1,0,0,0,0
소름끼치는,0,0,1,0,0,0,0,0
투덜대다,1,0,1,0,0,0,0,0
심술궂은,1,0,1,0,0,1,0,0
가드,0,0,0,1,0,0,0,1
경비가있는,0,0,0,0,0,0,0,1
보호자,0,0,0,0,0,0,0,1
후견,0,0,0,0,0,0,0,1
게릴라,0,0,0,1,0,0,0,0
추측,0,0,0,0,0,0,1,0
지도,0,0,0,0,0,0,0,1
안내서,0,0,0,0,0,0,0,1
기요틴,1,1,1,1,0,1,0,0
죄,0,0,1,0,0,1,0,0
속기쉬운,0,0,0,0,0,1,0,1
꿀꺽꿀꺽마심,0,0,0,1,0,0,1,0
총,1,0,0,1,0,0,0,0
화약,0,0,0,1,0,0,0,0
찌르다,0,0,1,0,1,0,0,0
마치있는,0,0,0,0,0,0,0,1
거트,0,0,1,0,0,0,0,0
홈통,0,0,1,0,0,0,0,0
추한노파,0,0,1,1,0,0,0,0
매서운,0,0,0,0,0,1,0,0
빗발,0,0,0,0,0,0,0,1
털이많은,0,0,1,0,0,0,0,0
환각,0,0,0,1,0,0,0,0
고삐,1,0,0,1,0,1,0,0
햄스트링,1,0,0,0,0,1,0,0
핸디캡,0,0,0,0,0,1,0,0
교수형,1,0,1,1,0,1,0,0
교수형집행인,0,0,0,1,0,0,0,0
열망,0,1,0,0,0,0,0,0
우연히있다,0,1,0,0,0,0,0,0
행복하게,0,0,0,0,1,0,0,0
행복,0,1,0,0,1,0,0,0
항구,0,0,0,0,0,0,0,1
경화된,1,0,1,1,0,0,0,0
고난,0,0,0,0,0,1,0,0
매춘부,0,0,1,0,0,0,0,0
조화롭게,0,0,0,0,1,0,0,1
조화,0,0,0,0,1,0,0,1
마음아픈,0,0,0,1,0,0,0,0
거친것,1,0,0,1,0,0,0,0
수확,0,1,0,0,1,0,0,0
서두름,0,1,0,0,0,0,0,0
미움,1,0,1,1,0,1,0,0
증오심이많은,1,0,1,1,0,1,0,0
귀신이들린,0,0,0,1,0,1,0,0
큰파란,1,0,0,1,0,0,0,0
매,0,0,0,1,0,0,0,0
전조등,0,1,0,0,0,0,0,0
치료,0,1,0,0,1,0,0,1
건강에좋은,0,0,0,0,1,0,0,0
듣기,0,0,0,1,0,0,0,0
영구차,0,0,0,1,0,1,0,0
심통,0,0,0,0,0,1,0,0
진심어린,0,0,0,0,1,1,0,1
기운차게,0,0,0,0,1,0,0,0
무정한,0,0,0,0,0,1,0,0
심장웜,0,0,1,0,0,0,0,0
이교도,0,0,0,1,0,0,0,0
천국같은,0,1,0,0,1,0,0,1
하늘,0,0,0,0,1,0,0,1
쾌락주의,0,0,0,0,1,0,0,0
무게,0,1,0,1,0,0,0,0
지옥,1,0,1,1,0,1,0,0
지옥같은,1,0,1,1,0,1,0,0
헬멧,0,0,0,1,0,0,0,0
돕는사람,0,0,0,0,0,0,0,1
어찌할수없는,0,0,0,1,0,1,0,0
무력감,0,0,0,1,0,1,0,0
세습재산,0,0,0,0,0,0,0,1
남녀추니,0,0,0,0,0,0,1,0
은자,0,0,0,0,0,1,0,1
영웅,0,1,0,0,1,0,1,1
과장된어조,0,0,0,0,1,0,1,1
여걸,0,0,0,0,0,0,0,1
영웅적자질,0,1,0,0,1,0,1,1
수포진,0,0,1,0,0,0,0,0
헤르페스바이러스,0,0,1,0,0,0,0,0
주저,0,0,0,1,0,0,0,0
전성기,0,1,0,0,1,0,0,1
숨는장소,0,0,0,1,0,0,0,0
끔찍한,0,0,1,1,0,1,0,0
숨김,0,0,0,1,0,0,0,0
제일높은,0,1,0,1,1,0,1,0
들뜬,0,0,0,0,1,0,1,0
환희,0,0,0,0,1,0,0,0
방해하는,0,0,0,0,0,1,0,0
스음,1,0,0,1,0,0,0,0
히트,1,0,0,0,0,0,0,0
하얗게된,0,0,0,0,0,1,0,0
취미,0,0,0,0,1,0,0,0
뜨내기노동자,0,0,0,0,0,1,0,0
돼지,0,0,1,0,0,0,0,0
휴일,0,1,0,0,1,0,0,0
신성한것,0,1,0,1,1,0,1,1
노숙자,1,1,1,1,0,1,0,0
향수병,0,0,0,0,0,1,0,0
숙제,0,0,0,1,0,0,0,0
살인,1,0,0,1,0,0,0,0
정직한,1,0,1,1,1,1,0,1
정직,0,0,0,0,0,0,0,1
신흔여행,0,1,0,0,1,0,1,1
영예로운,0,0,0,0,0,0,0,1
후드,1,0,1,1,0,0,0,0
후드가달린,0,0,0,1,0,0,0,0
부엉,1,0,1,0,0,0,0,0
희망이없는,0,0,0,1,0,1,0,0
가망없음,1,0,1,1,0,1,0,0
큰떼거리,0,0,0,0,0,0,1,0
수평선,0,1,0,0,0,0,0,0
점성,0,1,0,0,0,0,0,0
말,0,0,0,0,0,0,0,1
수용소,0,0,0,0,0,1,0,0
병원,0,0,0,1,0,1,0,1
인질,1,0,0,1,0,0,0,0
반항,1,0,0,1,0,0,0,0
뜨거운,1,0,0,0,0,0,0,0
멀리서짖는소리,1,0,1,1,0,1,1,0
성냄,1,0,1,0,0,0,0,0
폐선,0,0,1,0,0,0,0,0
인도주의적,0,1,0,0,1,0,1,1
인류,0,0,0,0,1,0,0,1
겸손한,0,0,1,0,0,1,0,0
협잡,1,0,1,0,0,1,0,0
창피하다,1,0,0,0,0,1,0,0
굴욕적인,0,0,1,0,0,0,0,0
굴욕,0,0,1,0,0,1,0,0
해학적인,0,0,0,0,1,0,0,0
배고픈,0,1,0,0,0,0,0,0
사냥꾼,0,1,0,1,0,1,0,0
수렵,1,1,0,1,0,0,0,0
만세,0,0,0,0,1,0,0,0
허리케인,0,0,0,1,0,0,0,0
상처,1,0,0,1,0,1,0,0
상처가나는,1,0,1,1,0,1,0,0
오두막,0,0,0,0,0,1,0,0
히드라,0,0,0,1,0,0,0,0
뇌수종,0,0,1,1,0,1,0,0
찬송가,0,1,0,0,1,1,0,1
마약중독,0,1,0,0,0,0,0,0
비대,0,0,1,1,0,0,1,0
위선자,0,0,1,0,0,0,0,0
가설,0,1,0,0,0,0,1,0
히스테리,0,0,0,1,0,0,0,0
히스테리성의,1,0,0,1,0,0,0,0
바보같은,1,0,1,0,0,0,0,0
사신숭배,0,0,1,1,0,0,0,0
무식한,0,0,1,0,0,0,0,0
불법,1,0,1,1,0,1,0,0
위법,1,0,1,1,0,0,0,0
사생아의,1,0,1,1,0,1,1,0
불법의,1,0,1,1,0,0,0,0
읽고쓸줄모르는,0,0,1,0,0,0,0,0
병고,0,0,0,1,0,1,0,0
조명,0,0,0,0,1,0,1,1
더럽지않은,0,0,0,0,1,0,0,1
미성숙한,0,1,0,0,0,0,0,0
미숙,1,1,0,0,0,0,0,0
바로,0,1,0,0,0,0,0,0
잠그다,0,1,0,1,1,0,1,1
이민,0,0,0,1,0,0,0,0
임박한,0,1,0,1,0,0,0,0
부도덕한,1,0,1,1,0,1,0,0
부도덕,1,0,1,0,0,0,0,0
불사,0,1,0,0,0,0,0,0
움직일수없는,0,0,0,0,0,0,0,1
전하다,0,0,0,0,0,0,0,1
공평한,0,0,0,0,0,0,0,1
불편부당,0,0,0,0,0,0,0,1
참을성없는,0,1,0,0,0,0,0,0
문제삼다,0,0,1,1,0,0,0,0
절박한,0,1,0,1,0,0,0,0
헤아릴수없는,0,0,0,0,0,0,0,1
불침투성,1,0,0,1,0,0,0,0
얽히게하다,1,0,0,0,0,0,0,0
중대한,0,0,0,0,0,0,0,1
불가능한,0,0,0,0,0,1,0,0
무력,1,0,0,1,0,1,0,0
느끼기쉬운,0,0,0,0,0,0,0,1
투옥된,1,0,1,1,0,1,0,0
투옥,1,0,1,1,0,1,0,0
즉흥연주,0,0,0,0,0,0,1,0
즉석에서연주하다,0,1,0,0,0,0,1,0
경솔한,0,0,0,0,0,1,0,0
불결,0,0,1,0,0,0,0,0
할수없음,0,0,0,0,0,1,0,0
부적절한,0,0,0,0,0,1,0,0
허용할수없는,1,0,1,0,0,0,0,0
취임식,0,1,0,0,0,0,0,0
취임,0,1,0,0,1,0,0,1
감금,1,0,1,1,0,1,0,0
...을넣다,1,0,1,1,0,1,0,0
방화범,1,0,0,1,0,0,1,0
향,1,0,0,0,0,0,0,0
근친상간,1,0,1,1,0,1,0,0
근친상간의,0,0,1,0,0,0,0,0
사건,0,0,0,0,0,0,1,0
선동하다,1,1,0,1,0,0,0,0
경사,0,0,0,0,0,0,0,1
양립할수없는,1,0,1,0,0,1,0,0
무능한,1,0,0,0,0,1,0,0
부조리한,1,0,0,0,0,0,0,0
대수롭지않은,0,0,0,0,0,1,0,0
배려하다,1,0,1,0,0,1,0,0
실금,0,0,0,0,0,0,1,0
불편한,1,0,1,0,0,1,0,0
쉽게믿지않는,1,0,1,0,0,0,0,0
부당한대우,0,0,0,1,0,1,0,0
불치의,1,0,1,1,0,1,0,0
침입,0,0,0,1,0,0,0,0
외설,1,0,1,0,0,0,0,0
외설스러운,0,0,1,0,0,0,0,0
지키기어려운,0,0,0,1,0,0,0,0
지울수없는,0,0,0,0,0,0,0,1
보장,0,0,0,0,0,0,0,1
톱니모양,0,0,0,0,0,0,0,1
계약서,1,0,0,0,0,0,0,0
독립,0,1,0,0,1,0,1,1
불멸의,0,0,0,0,0,0,0,1
기소하다,1,0,0,1,0,0,0,0
기소,0,0,0,1,0,0,0,0
무관심,1,0,1,1,0,1,0,0
가난한,0,0,0,0,0,1,0,0
분개하다,1,0,0,0,0,0,0,0
분개,1,0,1,0,0,0,0,0
나누어떨어지지않는,0,0,0,0,0,0,0,1
주입,1,0,0,1,0,0,0,0
굽히지않는,0,0,0,1,0,0,0,0
비효율,0,0,1,0,0,1,0,0
부적당한,1,0,1,0,0,0,0,0
불평등,1,0,0,1,0,1,0,0
용서가없는,1,0,1,0,0,1,0,0
설명할수없는,0,0,0,0,0,0,1,0
오류없음,0,0,0,0,0,0,0,1
유아,0,1,0,1,1,0,1,0
유아살해,1,1,1,1,0,1,0,0
유아같은,1,0,1,0,0,0,0,0
경색,0,0,0,1,0,0,1,0
감염시키다,0,0,1,0,0,0,0,0
감염,0,0,0,1,0,0,0,0
전염성의,0,0,1,1,0,1,0,0
밑에붙이는,0,0,0,0,0,1,0,0
불모,0,0,0,0,0,1,0,0
신앙심없는사람,1,0,1,1,0,0,0,0
무한대,0,1,0,0,1,0,0,1
허약,0,0,0,1,0,0,0,0
인플레이션,0,0,0,1,0,0,0,0
가하다,1,0,0,1,0,1,0,0
가함,0,0,0,1,0,1,0,0
힘있는,0,0,0,0,0,0,0,1
드문,0,0,0,0,0,0,1,0
계승,0,1,0,0,1,0,1,1
억제하다,1,0,1,0,0,1,0,0
비인간적인,1,0,1,1,0,1,0,0
몰인정,0,0,0,0,0,1,0,0
반하는,1,0,0,0,0,1,0,0
흉내낼수없는,0,0,0,0,0,0,0,1
해치다,1,0,0,1,0,1,0,0
다쳐서,0,0,0,1,0,1,0,0
유해한,1,0,0,1,0,1,0,0
부당,1,0,0,0,0,0,0,0
동거인,0,0,1,1,0,0,0,0
순진한,0,0,0,0,0,0,0,1
접종,0,1,0,0,0,0,0,1
작동불능의,1,0,0,0,0,0,0,0
미친것같은,1,0,0,1,0,0,0,0
광기,1,0,1,1,0,1,0,0
불안정한,1,0,0,1,0,1,0,0
불안정,0,0,0,1,0,0,0,0
나눌수없는,0,0,0,0,1,0,0,1
의미없는,1,0,0,0,0,1,0,0
지불불능,0,0,0,1,0,1,1,0
부실,0,0,0,1,0,1,0,1
일으키게하다,0,1,0,0,1,0,0,1
영감을얻은,0,0,0,0,1,0,1,1
설치하다,0,1,0,0,0,0,0,0
본능적인,1,0,1,1,0,0,0,0
학회,0,0,0,0,0,0,0,1
지시하다,0,0,0,0,0,0,0,1
교수,0,0,0,0,0,0,0,1
강사,0,1,0,0,0,0,0,1
불충분,1,0,0,0,0,0,0,0
단열재,0,0,0,0,0,0,0,1
모욕하는,1,0,1,1,0,1,0,0
넘을수없는,0,0,0,1,0,1,0,0
폭동,1,0,0,0,0,0,0,0
손대지않은,0,0,0,0,0,0,0,1
청렴,0,0,0,0,0,0,0,1
지성,0,0,0,1,1,0,0,1
의도하다,0,0,0,0,0,0,0,1
예정된,0,1,0,0,0,0,0,0
중간,0,0,0,0,0,1,0,0
관심있는,0,0,1,0,0,1,0,0
짬,0,1,0,0,0,0,0,0
개입,0,0,0,0,0,1,0,0
끝내주는,1,1,0,0,0,0,0,0
심문하다,0,0,0,1,0,0,0,0
질문,0,0,0,1,0,0,0,0
일시정지,1,0,0,0,0,0,1,0
중단된,0,0,0,0,0,1,0,0
면접관,0,0,0,1,0,0,0,0
장의,0,0,1,0,0,0,0,0
친밀한,0,1,0,0,1,0,0,1
친밀하게,0,1,0,1,1,0,0,0
협박하다,0,0,0,1,0,0,0,0
위협,1,0,0,1,0,0,0,0
참을수없는,1,0,0,0,0,0,0,0
견딜수없기,1,0,1,1,0,0,0,0
편협한,1,0,1,1,0,1,0,0
술에취한,0,0,1,0,0,0,0,0
침입자,1,0,0,1,0,0,1,0
강요,0,0,0,1,0,0,0,0
관입하는,1,0,1,1,0,0,1,0
직관,0,0,0,0,0,0,0,1
직관적으로,0,1,0,0,0,0,0,0
침략하다,1,0,0,1,0,1,1,0
무효의,0,0,0,0,0,1,0,0
조사,0,1,0,0,0,0,0,0
초대,0,1,0,0,0,0,0,0
초대하다,0,1,0,0,1,0,1,1
기도,0,1,0,0,0,0,0,1
~을부르다,0,1,0,0,0,0,0,0
침을뱉다,1,0,0,0,0,0,0,0
아이리스,0,0,0,1,0,0,0,0
철,0,0,0,0,0,0,0,1
비이성적인,0,0,1,1,0,0,0,0
화해할수없는,1,0,0,1,0,1,0,0
반박할수없는,0,0,0,0,0,0,0,1
돌이킬수없는,0,0,0,1,0,1,0,0
과민반응,1,0,0,0,0,0,0,0
민감한,1,0,0,0,0,0,0,0
화나게하는,1,0,1,0,0,0,0,0
짜증나게하는것,1,0,1,0,0,1,0,0
격리하다,0,0,0,0,0,1,0,0
외딴,0,0,0,1,0,1,0,0
격리,0,0,0,0,0,1,0,0
갑자기찌르기,1,0,0,0,0,0,0,0
공동자금,0,1,0,0,1,0,1,0
부조화,0,0,0,1,0,1,0,0
황달,0,0,0,1,0,0,0,0
입부분,0,0,0,1,0,0,0,0
질투심많은,1,0,1,0,0,0,0,0
질투,1,0,1,1,0,1,0,0
위태롭게하다,1,0,0,1,0,0,0,0
남자,0,0,1,0,0,0,0,0
조커,0,0,0,0,1,0,1,0
심한상하의움직임,0,0,0,0,0,0,1,0
저널리즘,0,0,0,0,0,0,0,1
여행,0,1,0,1,1,0,0,0
숙련공,0,0,0,0,0,0,0,1
경쾌한,0,0,0,0,1,0,0,0
기뻐하는,0,0,0,0,1,0,1,1
심판,0,0,0,0,0,0,1,0
사법의,0,1,0,0,0,0,0,1
사법부,0,1,0,0,0,0,0,1
현명한,0,0,0,0,0,0,0,1
도약,0,0,0,0,1,0,0,0
밀림,0,0,0,1,0,0,0,0
법률학,0,0,0,0,0,1,0,0
법학자,0,0,0,0,0,0,0,1
배심,0,0,0,0,0,0,0,1
개집,0,0,0,0,0,1,0,0
둥유,0,0,0,1,0,0,0,0
칸,0,0,0,1,0,0,0,1
발차기,1,0,0,0,0,0,0,0
발길질,1,0,0,0,0,0,0,0
채가다,1,0,0,1,0,1,1,0
죽이다,0,0,0,1,0,1,0,0
죽이는,1,0,0,1,0,1,0,0
종류,0,0,0,0,1,0,0,1
연,0,0,1,0,0,0,0,0
고양이새끼,0,0,0,0,1,0,0,1
종소리,0,0,0,1,0,1,0,0
반바지,0,0,0,0,0,0,0,1
상표,0,0,0,0,0,0,0,1
노동,0,1,0,0,1,0,1,1
곤란한,0,0,0,0,0,1,0,0
미궁,0,1,0,0,0,0,0,0
레이스,1,0,0,1,0,1,0,1
보온재,1,1,1,0,0,1,0,0
양고기,0,0,0,0,1,0,0,1
비탄,0,0,1,1,0,1,0,0
슬퍼하는,0,0,0,0,0,1,0,0
경계표,0,0,0,0,0,0,0,1
산사태,0,0,0,1,0,1,0,0
쇠약해지는,0,0,0,1,0,1,0,0
절도죄,0,0,1,0,0,0,0,0
원자램프,0,0,0,0,0,0,0,1
속눈썹,1,0,0,1,0,0,0,0
늦은,0,0,0,0,0,1,0,0
숨어있는,1,1,1,0,0,0,1,0
웃음,0,0,0,0,1,0,1,0
우스운,0,0,1,0,0,0,0,0
수상자,0,0,0,0,0,0,0,1
용암,1,0,0,1,0,0,0,0
법,0,0,0,0,0,0,0,1
적법한,0,0,0,0,0,0,0,1
무법,1,0,0,1,0,0,0,0
소송,1,0,1,1,0,1,1,0
느슨한,0,0,0,0,0,1,0,0
완하제,0,0,1,1,0,0,0,0
리더,0,0,0,0,0,0,0,1
휴가,0,0,0,0,0,1,1,0
의심많은,0,0,0,0,0,0,1,0
합법화된,1,0,0,1,1,0,0,1
입법자,0,0,0,0,0,0,0,1
합법성,0,0,0,0,0,0,0,1
여가,0,1,0,0,1,0,1,1
레몬,0,0,1,0,0,0,0,0
나병,0,0,1,1,0,1,0,0
레즈비언,0,0,1,0,0,1,0,0
적게하다,0,1,0,0,0,0,0,0
보다작은,0,0,1,0,0,0,0,0
교훈,0,1,0,0,0,0,0,1
편지,0,1,0,0,0,0,0,0
문자그대로의,0,1,0,0,0,0,0,1
백혈병,1,0,0,1,0,1,0,0
수평,0,0,0,0,0,0,0,1
음란한,0,0,1,0,0,0,0,0
거짓말쟁이,0,0,1,0,0,0,0,0
명예훼손죄,1,0,0,1,0,0,0,1
자유롭게하다,1,1,0,0,1,0,1,1
핥기,0,0,1,0,0,0,0,0
상관대리,0,0,0,0,0,0,0,1
생명이없는,0,0,0,1,0,1,0,0
번개,1,0,0,1,0,0,1,0
질질끌게하다,0,1,0,0,0,0,0,0
언어학자,0,0,0,0,0,0,0,1
분비액,1,0,0,0,1,1,0,0
소송하다,1,1,1,1,0,1,0,0
소송중인,1,0,1,0,0,0,0,0
선명한,1,0,1,0,0,0,0,0
기분나쁜,1,0,1,0,0,0,0,0
지역화하다,0,1,0,0,0,0,0,0
외로움,0,0,0,1,0,1,0,0
직조기,0,1,0,1,0,0,0,0
아비,0,0,1,0,0,0,0,0
지배자,0,0,1,0,0,0,0,1
잃다,1,0,1,1,0,1,1,0
지는,1,0,0,0,0,1,0,0
손실,1,0,0,1,0,1,0,0
잃어버린,0,0,0,0,0,1,0,0
큰소리,1,0,0,0,0,0,0,0
이,0,0,1,0,0,0,0,0
사랑스러운,0,0,0,0,1,0,0,1
연인,0,1,0,0,1,0,0,1
사랑하는,0,0,0,0,1,0,0,1
보다낮은,0,0,0,0,0,1,0,0
가장낮은,0,0,0,0,0,1,0,0
충성스러운,0,0,0,1,1,0,1,1
충의,0,0,0,0,0,0,0,1
운이좋은,0,0,0,0,1,0,1,0
울퉁불퉁한,0,0,1,0,0,0,0,0
전광,1,0,1,1,0,1,0,0
찌르기,0,0,0,0,0,0,1,0
어쩐지기분나쁜,0,0,1,0,0,0,0,0
감미로운,0,1,0,0,1,0,0,0
색욕,0,1,0,0,0,0,0,0
호화로운,0,0,0,0,1,0,0,0
사치,0,0,0,0,1,0,0,0
거짓말하는,1,0,1,0,0,0,0,0
사형,1,0,1,1,0,1,0,0
거문고,0,0,0,0,1,0,0,0
서정적인,0,0,0,0,1,0,0,0
메이스,0,0,0,1,0,0,0,0
기계,0,0,0,0,0,0,0,1
미치게하다,1,0,0,1,0,0,0,0
광인,1,0,0,1,0,0,0,0
마피아,0,0,0,1,0,0,0,0
마술사,0,0,0,1,0,0,0,0
마법같은,0,1,0,0,1,0,1,0
자석,0,0,0,0,0,0,0,1
웅대,0,1,0,0,1,0,0,1
우편,0,1,0,0,0,0,0,0
대대적인,0,0,0,0,0,0,0,1
위엄,0,0,0,0,0,0,0,1
과반수,0,0,0,0,1,0,0,1
말라리아,0,0,1,1,0,1,0,0
악의있는,1,0,1,1,0,1,0,0
부정행위,0,0,1,0,0,0,0,0
강한악의,0,0,0,1,0,1,0,0
부정요법,1,0,0,0,0,0,0,0
꾸리다,0,0,0,0,0,0,0,1
조치,0,0,0,0,0,0,0,1
의무,0,0,0,1,0,0,0,0
만다린오렌지,0,0,0,0,0,0,0,1
압착롤러,1,0,1,1,0,1,0,0
표명,0,0,0,1,0,0,0,0
시장조작,1,0,0,1,0,0,0,0
조작,0,0,0,0,0,0,0,1
비료,0,0,1,0,0,0,0,0
여유,0,0,0,0,0,1,0,0
결혼,0,1,0,0,1,0,0,1
골수,0,0,0,0,1,0,0,1
육군원수,0,0,0,0,0,0,0,1
순교자,0,0,0,1,0,1,0,0
순교,0,0,0,1,0,1,0,0
놀라운일,0,0,0,0,0,0,1,0
기이,0,0,0,0,1,0,0,0
마조히즘,1,0,1,1,0,0,0,0
마사지,0,0,0,0,1,0,0,0
걸작,0,0,0,0,1,0,0,0
결혼중매인,0,1,0,0,0,0,0,0
항해사,0,0,0,0,0,0,0,1
유물론자,0,0,1,0,0,0,0,0
산모,0,1,0,0,0,0,0,0
매우정확한,0,0,0,0,0,0,0,1
기혼여성,0,0,0,0,0,0,0,1
웅장한무덤,0,0,0,0,0,1,0,0
